               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.031934,              0.0189,           0.0019562,             0.77419,             0.74247,             0.78424,             0.47169,            0.033187,           0.0086669,           0.0018096,            0.005149,            0.005149,            0.005149
                 149,            0.031585,            0.018906,           0.0018196,             0.77671,             0.74073,             0.78454,             0.47237,            0.033152,            0.008659,            0.001814,            0.005116,            0.005116,            0.005116
                 150,            0.031402,            0.018942,           0.0022704,             0.77557,             0.74458,             0.78514,              0.4729,            0.033121,            0.008656,           0.0018145,            0.005083,            0.005083,            0.005083
                 151,            0.031481,            0.018923,           0.0021438,             0.77771,             0.74293,             0.78598,             0.47322,            0.033091,           0.0086524,           0.0018197,             0.00505,             0.00505,             0.00505
                 152,            0.031425,            0.018781,           0.0021717,             0.77708,             0.73951,             0.78639,             0.47451,            0.033062,           0.0086461,           0.0018165,            0.005017,            0.005017,            0.005017
                 153,            0.031332,            0.018776,           0.0021731,             0.77745,                0.74,             0.78645,             0.47558,            0.033039,           0.0086401,            0.001816,            0.004984,            0.004984,            0.004984
                 154,            0.031429,            0.018272,           0.0019023,             0.77776,             0.73821,              0.7867,             0.47546,            0.033018,           0.0086337,           0.0018125,            0.004951,            0.004951,            0.004951
                 155,            0.031013,            0.018566,           0.0021023,             0.77291,             0.74645,             0.78703,             0.47601,            0.032989,           0.0086268,           0.0018077,            0.004918,            0.004918,            0.004918
                 156,            0.031026,            0.018319,             0.00193,             0.77696,              0.7414,             0.78749,             0.47696,            0.032975,           0.0086197,           0.0018042,            0.004885,            0.004885,            0.004885
                 157,            0.031033,            0.018533,           0.0018752,             0.77718,             0.74489,             0.78824,             0.47717,            0.032966,           0.0086132,           0.0018049,            0.004852,            0.004852,            0.004852
                 158,            0.031323,              0.0186,           0.0021843,             0.77542,             0.74556,             0.78837,             0.47718,            0.032957,           0.0086092,            0.001807,            0.004819,            0.004819,            0.004819
                 159,            0.031371,            0.018691,           0.0019567,             0.77422,             0.74579,             0.78845,             0.47736,             0.03294,           0.0086043,           0.0018023,            0.004786,            0.004786,            0.004786
                 160,            0.030817,            0.018558,           0.0020042,             0.77498,             0.74383,             0.78832,             0.47777,            0.032923,           0.0085975,           0.0018004,            0.004753,            0.004753,            0.004753
                 161,            0.030563,            0.018415,           0.0018136,             0.77743,             0.74454,             0.78906,             0.47764,            0.032915,           0.0085946,           0.0017977,             0.00472,             0.00472,             0.00472
                 162,            0.030824,            0.018454,           0.0017326,             0.77638,             0.74695,             0.78972,             0.47792,            0.032902,           0.0085895,           0.0017958,            0.004687,            0.004687,            0.004687
                 163,            0.030937,              0.0183,           0.0020755,             0.77729,             0.74625,             0.79007,             0.47804,            0.032886,           0.0085843,           0.0017956,            0.004654,            0.004654,            0.004654
                 164,            0.030871,            0.018471,           0.0019604,              0.7735,             0.75189,             0.79042,             0.47922,            0.032872,           0.0085813,           0.0017981,            0.004621,            0.004621,            0.004621
                 165,            0.030629,            0.018245,           0.0017597,             0.77331,             0.74938,              0.7899,             0.47977,            0.032856,            0.008578,           0.0017963,            0.004588,            0.004588,            0.004588
                 166,            0.030371,            0.018046,           0.0019656,             0.77701,             0.74934,              0.7897,             0.48021,             0.03284,           0.0085726,           0.0017948,            0.004555,            0.004555,            0.004555
                 167,            0.030444,            0.018374,           0.0020326,             0.77807,             0.74936,             0.79027,             0.47997,            0.032833,           0.0085702,             0.00179,            0.004522,            0.004522,            0.004522
                 168,            0.030365,             0.01833,            0.001864,             0.77976,             0.74961,             0.79079,             0.47986,            0.032822,           0.0085671,           0.0017887,            0.004489,            0.004489,            0.004489
                 169,            0.030048,            0.018436,            0.001566,             0.78033,             0.75317,              0.7915,             0.48052,            0.032819,           0.0085656,           0.0017839,            0.004456,            0.004456,            0.004456
                 170,            0.030429,            0.018243,           0.0018476,             0.78184,             0.75155,             0.79181,             0.48084,            0.032811,           0.0085607,           0.0017798,            0.004423,            0.004423,            0.004423
                 171,            0.030836,            0.018158,           0.0021193,             0.78088,             0.75386,             0.79281,             0.48089,            0.032808,           0.0085584,           0.0017765,             0.00439,             0.00439,             0.00439
                 172,            0.030453,             0.01831,           0.0020357,             0.78273,             0.75215,             0.79299,             0.48085,            0.032795,           0.0085556,           0.0017748,            0.004357,            0.004357,            0.004357
                 173,            0.030133,            0.018246,           0.0019825,             0.78203,             0.75297,             0.79345,             0.48157,            0.032788,           0.0085512,            0.001771,            0.004324,            0.004324,            0.004324
                 174,            0.029867,            0.018162,           0.0018381,             0.78113,             0.75458,             0.79304,              0.4818,            0.032775,           0.0085486,           0.0017671,            0.004291,            0.004291,            0.004291
                 175,            0.030439,            0.017921,           0.0017449,             0.78102,             0.75459,             0.79247,             0.48147,             0.03276,           0.0085453,           0.0017672,            0.004258,            0.004258,            0.004258
                 176,            0.030238,            0.018073,           0.0018537,             0.78103,             0.75564,             0.79254,             0.48156,            0.032749,           0.0085436,           0.0017649,            0.004225,            0.004225,            0.004225
                 177,            0.030195,             0.01814,           0.0019182,             0.78425,             0.75385,             0.79289,             0.48219,            0.032736,           0.0085407,           0.0017628,            0.004192,            0.004192,            0.004192
                 178,            0.029734,            0.017839,           0.0019329,             0.78431,              0.7553,             0.79297,             0.48268,            0.032723,           0.0085354,           0.0017584,            0.004159,            0.004159,            0.004159
                 179,            0.029996,            0.017831,           0.0019692,             0.78666,             0.75217,             0.79287,             0.48314,             0.03271,           0.0085326,           0.0017571,            0.004126,            0.004126,            0.004126
                 180,             0.03012,            0.017967,            0.001827,             0.78722,             0.75043,             0.79314,             0.48335,            0.032698,           0.0085295,           0.0017551,            0.004093,            0.004093,            0.004093
                 181,            0.029727,            0.017981,           0.0017141,             0.78661,             0.75056,             0.79305,             0.48381,            0.032687,           0.0085276,           0.0017523,             0.00406,             0.00406,             0.00406
                 182,             0.02995,            0.017775,            0.001944,             0.78595,             0.75253,             0.79297,             0.48404,             0.03268,           0.0085256,           0.0017499,            0.004027,            0.004027,            0.004027
                 183,            0.029698,            0.018017,           0.0018183,              0.7838,             0.75321,             0.79327,             0.48409,            0.032671,            0.008522,           0.0017501,            0.003994,            0.003994,            0.003994
                 184,            0.029622,            0.017715,           0.0019295,             0.78522,              0.7539,             0.79395,             0.48452,            0.032657,           0.0085185,           0.0017494,            0.003961,            0.003961,            0.003961
                 185,            0.029539,            0.017931,           0.0020389,             0.78092,             0.75791,             0.79335,             0.48465,            0.032648,           0.0085158,           0.0017478,            0.003928,            0.003928,            0.003928
                 186,            0.029416,            0.017843,           0.0018501,             0.78341,             0.75526,             0.79446,             0.48509,            0.032639,           0.0085121,           0.0017469,            0.003895,            0.003895,            0.003895
                 187,            0.029386,            0.017875,            0.001861,             0.78429,             0.75584,             0.79377,             0.48541,            0.032623,           0.0085086,           0.0017468,            0.003862,            0.003862,            0.003862
                 188,            0.029097,            0.017512,           0.0015978,             0.78556,             0.75613,             0.79395,             0.48589,            0.032612,           0.0085055,           0.0017466,            0.003829,            0.003829,            0.003829
                 189,            0.029288,            0.017756,           0.0018435,             0.78833,              0.7543,             0.79418,             0.48624,            0.032602,           0.0085033,            0.001744,            0.003796,            0.003796,            0.003796
                 190,             0.02891,              0.0176,           0.0016801,             0.78899,             0.75494,             0.79442,             0.48615,             0.03259,           0.0084993,           0.0017419,            0.003763,            0.003763,            0.003763
                 191,            0.029454,            0.017394,           0.0017802,             0.78753,             0.75565,             0.79456,             0.48632,            0.032576,           0.0084969,           0.0017395,             0.00373,             0.00373,             0.00373
                 192,            0.029133,            0.017735,           0.0017302,             0.79152,             0.75494,             0.79492,             0.48656,            0.032565,           0.0084948,           0.0017389,            0.003697,            0.003697,            0.003697
                 193,            0.028685,            0.017627,           0.0016334,             0.79084,             0.75474,             0.79523,             0.48711,            0.032552,           0.0084916,            0.001736,            0.003664,            0.003664,            0.003664
                 194,            0.029044,            0.017458,           0.0017365,             0.78937,             0.75652,             0.79549,              0.4878,            0.032537,           0.0084895,           0.0017336,            0.003631,            0.003631,            0.003631
                 195,            0.028939,            0.017466,            0.001616,             0.79046,             0.75671,             0.79593,             0.48802,             0.03252,           0.0084862,           0.0017311,            0.003598,            0.003598,            0.003598
                 196,            0.028753,            0.017458,           0.0016279,              0.7907,             0.75705,             0.79627,             0.48835,            0.032506,           0.0084826,           0.0017278,            0.003565,            0.003565,            0.003565
                 197,            0.028775,            0.017479,           0.0016326,             0.78876,              0.7588,             0.79635,             0.48883,            0.032494,           0.0084803,           0.0017261,            0.003532,            0.003532,            0.003532
                 198,            0.028592,            0.017422,           0.0014898,             0.78685,             0.75984,              0.7965,             0.48911,             0.03248,           0.0084781,           0.0017244,            0.003499,            0.003499,            0.003499
                 199,            0.028582,            0.017378,           0.0017705,             0.78938,             0.75854,              0.7968,             0.48956,            0.032464,           0.0084743,           0.0017234,            0.003466,            0.003466,            0.003466
                 200,            0.028609,            0.017291,           0.0017101,             0.79036,             0.75904,             0.79734,             0.48972,            0.032446,           0.0084717,           0.0017235,            0.003433,            0.003433,            0.003433
                 201,             0.02859,            0.017295,           0.0016074,             0.78871,             0.75998,             0.79754,             0.49034,            0.032432,           0.0084684,           0.0017237,              0.0034,              0.0034,              0.0034
                 202,             0.02859,            0.017032,           0.0016375,             0.79059,             0.75947,             0.79769,             0.49099,            0.032421,            0.008466,            0.001724,            0.003367,            0.003367,            0.003367
                 203,            0.028424,            0.017281,           0.0017423,             0.79377,             0.75773,             0.79789,             0.49148,            0.032408,           0.0084639,           0.0017227,            0.003334,            0.003334,            0.003334
                 204,            0.028515,            0.017428,           0.0016482,             0.79334,             0.75775,             0.79794,             0.49182,            0.032394,            0.008462,           0.0017215,            0.003301,            0.003301,            0.003301
                 205,            0.028127,            0.017395,           0.0018258,             0.79294,             0.75891,              0.7979,             0.49231,            0.032385,           0.0084599,           0.0017208,            0.003268,            0.003268,            0.003268
                 206,            0.028281,              0.0169,           0.0016242,             0.79037,             0.76017,             0.79802,             0.49246,            0.032371,           0.0084572,           0.0017198,            0.003235,            0.003235,            0.003235
                 207,            0.028408,            0.017218,           0.0017345,             0.78882,              0.7617,             0.79813,             0.49289,            0.032358,            0.008455,           0.0017194,            0.003202,            0.003202,            0.003202
                 208,            0.028135,            0.016932,           0.0018067,             0.78994,             0.76174,             0.79825,             0.49339,            0.032345,           0.0084515,           0.0017183,            0.003169,            0.003169,            0.003169
                 209,            0.028188,            0.017277,           0.0017455,              0.7902,             0.76122,             0.79856,             0.49393,            0.032331,           0.0084494,            0.001717,            0.003136,            0.003136,            0.003136
                 210,            0.027929,            0.017057,           0.0014448,             0.79092,             0.76227,             0.79893,             0.49411,            0.032317,           0.0084472,           0.0017171,            0.003103,            0.003103,            0.003103
                 211,            0.028178,            0.017268,           0.0015694,             0.79236,              0.7605,             0.79886,             0.49436,            0.032303,           0.0084453,           0.0017167,             0.00307,             0.00307,             0.00307
                 212,            0.027702,            0.016936,           0.0015181,             0.79237,             0.76102,             0.79898,             0.49438,            0.032289,           0.0084426,           0.0017165,            0.003037,            0.003037,            0.003037
                 213,            0.027794,            0.016697,           0.0014494,             0.79119,             0.76276,             0.79921,              0.4947,            0.032278,            0.008439,           0.0017153,            0.003004,            0.003004,            0.003004
                 214,            0.027821,             0.01687,           0.0015909,             0.78889,             0.76432,              0.7994,             0.49493,            0.032267,            0.008436,           0.0017155,            0.002971,            0.002971,            0.002971
                 215,            0.028004,            0.016887,           0.0014682,             0.79031,             0.76397,              0.7997,             0.49495,            0.032257,           0.0084332,           0.0017148,            0.002938,            0.002938,            0.002938
                 216,            0.027657,            0.016802,           0.0014679,             0.79011,             0.76397,             0.79996,             0.49557,             0.03225,           0.0084306,            0.001716,            0.002905,            0.002905,            0.002905
                 217,            0.027669,            0.016876,           0.0016283,             0.79082,             0.76389,             0.80011,             0.49566,            0.032237,           0.0084286,           0.0017166,            0.002872,            0.002872,            0.002872
                 218,            0.027692,             0.01672,           0.0016487,             0.79202,             0.76328,             0.80034,             0.49596,            0.032226,           0.0084269,           0.0017168,            0.002839,            0.002839,            0.002839
                 219,            0.027352,            0.016633,           0.0015141,             0.79088,             0.76292,             0.80062,             0.49605,            0.032214,           0.0084241,            0.001717,            0.002806,            0.002806,            0.002806
                 220,            0.027448,            0.016808,           0.0014955,             0.79025,             0.76292,             0.80043,             0.49608,            0.032203,           0.0084212,           0.0017174,            0.002773,            0.002773,            0.002773
                 221,            0.027205,            0.016643,           0.0014334,             0.79179,             0.76225,             0.80073,             0.49681,             0.03219,           0.0084183,           0.0017184,             0.00274,             0.00274,             0.00274
                 222,            0.027234,             0.01675,           0.0015098,             0.79219,             0.76255,             0.80088,             0.49726,            0.032175,           0.0084144,           0.0017176,            0.002707,            0.002707,            0.002707
                 223,            0.027133,            0.016675,           0.0015346,             0.79237,             0.76244,             0.80103,             0.49715,            0.032165,           0.0084111,           0.0017163,            0.002674,            0.002674,            0.002674
                 224,            0.027094,            0.016471,           0.0015386,             0.79062,             0.76258,             0.80087,             0.49739,            0.032156,            0.008409,           0.0017162,            0.002641,            0.002641,            0.002641
                 225,            0.027106,             0.01661,           0.0014881,             0.79314,             0.76189,             0.80121,             0.49781,            0.032141,           0.0084059,           0.0017156,            0.002608,            0.002608,            0.002608
                 226,            0.027217,            0.016862,           0.0017181,             0.79237,             0.76197,             0.80125,              0.4981,             0.03213,           0.0084036,           0.0017142,            0.002575,            0.002575,            0.002575
                 227,            0.027073,            0.016363,           0.0014514,             0.79238,             0.76302,             0.80134,             0.49841,            0.032116,           0.0084013,           0.0017139,            0.002542,            0.002542,            0.002542
                 228,            0.027066,            0.016567,           0.0014589,             0.79277,             0.76258,             0.80129,             0.49869,            0.032106,           0.0083996,           0.0017134,            0.002509,            0.002509,            0.002509
                 229,            0.027367,            0.016524,           0.0015235,             0.79347,             0.76315,             0.80142,              0.4991,            0.032094,           0.0083968,           0.0017132,            0.002476,            0.002476,            0.002476
                 230,             0.02714,             0.01658,           0.0014275,             0.79335,             0.76456,             0.80152,             0.49924,            0.032081,           0.0083941,           0.0017121,            0.002443,            0.002443,            0.002443
                 231,            0.026769,            0.016487,           0.0012973,             0.79222,             0.76485,             0.80153,             0.50005,            0.032069,           0.0083914,           0.0017116,             0.00241,             0.00241,             0.00241
                 232,            0.026732,             0.01637,           0.0015181,             0.79237,             0.76445,             0.80188,             0.50002,            0.032057,           0.0083889,           0.0017112,            0.002377,            0.002377,            0.002377
                 233,            0.026662,            0.016328,           0.0013598,             0.79238,             0.76528,             0.80207,             0.50078,            0.032046,           0.0083865,           0.0017107,            0.002344,            0.002344,            0.002344
                 234,            0.026108,            0.016331,           0.0012663,             0.79516,             0.76327,             0.80194,              0.5008,            0.032034,           0.0083836,           0.0017104,            0.002311,            0.002311,            0.002311
                 235,            0.026311,            0.016165,           0.0015583,             0.79594,             0.76432,             0.80249,              0.5013,            0.032025,           0.0083809,           0.0017114,            0.002278,            0.002278,            0.002278
                 236,            0.026202,            0.016124,           0.0013299,             0.79614,              0.7646,             0.80268,             0.50185,            0.032013,           0.0083773,           0.0017111,            0.002245,            0.002245,            0.002245
                 237,            0.026128,            0.016101,           0.0013503,             0.79612,             0.76521,              0.8028,             0.50212,            0.032001,           0.0083747,             0.00171,            0.002212,            0.002212,            0.002212
                 238,            0.026355,            0.016224,           0.0015601,             0.79689,              0.7649,             0.80292,              0.5026,            0.031989,           0.0083716,           0.0017094,            0.002179,            0.002179,            0.002179
                 239,            0.025812,             0.01601,           0.0012869,             0.79394,             0.76593,             0.80308,             0.50291,            0.031979,           0.0083686,           0.0017089,            0.002146,            0.002146,            0.002146
                 240,            0.026089,             0.01593,           0.0014133,             0.79365,             0.76628,             0.80395,             0.50338,            0.031965,           0.0083654,            0.001708,            0.002113,            0.002113,            0.002113
                 241,            0.026154,            0.016057,           0.0013127,             0.79408,             0.76647,             0.80424,              0.5042,            0.031954,            0.008363,           0.0017062,             0.00208,             0.00208,             0.00208
                 242,            0.025834,            0.015846,           0.0012902,             0.79363,             0.76666,              0.8045,             0.50477,            0.031945,           0.0083603,           0.0017045,            0.002047,            0.002047,            0.002047
                 243,            0.026154,            0.016086,           0.0014418,             0.79395,             0.76722,             0.80479,             0.50478,            0.031933,           0.0083565,           0.0017039,            0.002014,            0.002014,            0.002014
                 244,            0.025657,            0.016075,           0.0013194,             0.79398,             0.76791,             0.80504,             0.50497,            0.031923,           0.0083537,           0.0017029,            0.001981,            0.001981,            0.001981
                 245,            0.025964,            0.015774,           0.0012538,             0.79276,             0.76895,             0.80581,             0.50518,            0.031912,           0.0083501,           0.0017009,            0.001948,            0.001948,            0.001948
                 246,            0.025669,            0.015906,           0.0015759,             0.79352,             0.76901,             0.80592,             0.50555,            0.031899,           0.0083479,           0.0016994,            0.001915,            0.001915,            0.001915
                 247,            0.025519,            0.015815,           0.0012079,             0.79446,             0.76738,             0.80664,             0.50569,            0.031887,           0.0083444,           0.0016988,            0.001882,            0.001882,            0.001882
                 248,             0.02551,            0.015573,           0.0013547,             0.79564,             0.76757,             0.80747,              0.5059,            0.031877,            0.008342,           0.0016983,            0.001849,            0.001849,            0.001849
                 249,            0.025867,             0.01596,           0.0015153,             0.79595,             0.76721,             0.80782,             0.50634,            0.031867,           0.0083391,           0.0016979,            0.001816,            0.001816,            0.001816
                 250,            0.025366,            0.015632,           0.0013376,             0.79591,             0.76742,             0.80757,             0.50659,            0.031856,           0.0083369,            0.001698,            0.001783,            0.001783,            0.001783
                 251,            0.025382,            0.015468,           0.0014743,             0.79701,             0.76657,             0.80774,             0.50698,            0.031844,           0.0083347,           0.0016987,             0.00175,             0.00175,             0.00175
                 252,            0.025485,            0.015593,           0.0012846,             0.79719,             0.76599,             0.80782,             0.50778,             0.03183,           0.0083314,           0.0016981,            0.001717,            0.001717,            0.001717
                 253,            0.025361,            0.015595,           0.0012606,             0.79553,             0.76718,             0.80792,             0.50784,            0.031819,           0.0083283,           0.0016972,            0.001684,            0.001684,            0.001684
                 254,            0.025246,             0.01571,           0.0012552,             0.79597,              0.7678,             0.80823,             0.50831,            0.031807,           0.0083249,           0.0016973,            0.001651,            0.001651,            0.001651
                 255,            0.025174,            0.015546,           0.0012211,             0.79591,              0.7673,             0.80844,             0.50883,            0.031795,            0.008321,           0.0016974,            0.001618,            0.001618,            0.001618
                 256,            0.025348,            0.015589,           0.0011643,             0.79496,             0.76896,             0.80865,             0.50872,            0.031785,           0.0083175,           0.0016983,            0.001585,            0.001585,            0.001585
                 257,            0.025067,            0.015491,           0.0012355,             0.79623,             0.76897,             0.80879,             0.50907,            0.031773,           0.0083145,           0.0016983,            0.001552,            0.001552,            0.001552
                 258,            0.025008,            0.015621,             0.00123,              0.7938,             0.77087,             0.80889,             0.50969,            0.031762,           0.0083117,           0.0016977,            0.001519,            0.001519,            0.001519
                 259,            0.025056,            0.015451,           0.0015301,             0.79343,              0.7724,             0.80912,             0.51009,            0.031744,           0.0083089,           0.0016969,            0.001486,            0.001486,            0.001486
                 260,            0.024775,            0.015378,             0.00122,              0.7915,             0.77286,             0.80924,             0.51067,            0.031731,           0.0083065,            0.001697,            0.001453,            0.001453,            0.001453
                 261,            0.024939,            0.015315,           0.0012024,             0.79352,              0.7714,             0.80938,             0.51136,            0.031719,           0.0083024,            0.001696,             0.00142,             0.00142,             0.00142
                 262,             0.02471,            0.015395,           0.0013308,              0.7932,             0.77136,             0.80953,             0.51174,            0.031708,           0.0082989,           0.0016952,            0.001387,            0.001387,            0.001387
                 263,            0.024729,            0.015289,           0.0012158,             0.79376,             0.77119,             0.80976,             0.51198,            0.031694,           0.0082955,           0.0016948,            0.001354,            0.001354,            0.001354
                 264,            0.024436,            0.015284,           0.0011219,             0.79594,             0.77136,              0.8098,             0.51243,            0.031682,           0.0082917,           0.0016947,            0.001321,            0.001321,            0.001321
                 265,            0.024523,            0.015326,           0.0012819,             0.79781,             0.77042,             0.80991,             0.51285,            0.031668,            0.008289,           0.0016942,            0.001288,            0.001288,            0.001288
                 266,            0.024321,            0.015296,           0.0012664,             0.79992,             0.76928,             0.81025,             0.51313,            0.031652,           0.0082862,           0.0016932,            0.001255,            0.001255,            0.001255
                 267,            0.024252,            0.014993,           0.0012217,             0.80179,             0.76952,             0.81145,              0.5141,             0.03164,           0.0082834,           0.0016951,            0.001222,            0.001222,            0.001222
                 268,             0.02415,            0.015179,           0.0010831,             0.80166,             0.76972,             0.81154,             0.51459,            0.031626,           0.0082811,           0.0016951,            0.001189,            0.001189,            0.001189
                 269,            0.024163,             0.01532,           0.0012025,             0.80265,              0.7692,             0.81188,             0.51477,            0.031614,           0.0082784,           0.0016961,            0.001156,            0.001156,            0.001156
                 270,            0.024137,             0.01512,           0.0011201,             0.80303,             0.77024,             0.81213,             0.51556,              0.0316,           0.0082764,           0.0016974,            0.001123,            0.001123,            0.001123
                 271,            0.023807,            0.015104,            0.001196,             0.80465,             0.77032,             0.81228,             0.51592,            0.031588,           0.0082739,           0.0016975,             0.00109,             0.00109,             0.00109
                 272,            0.023971,            0.014895,            0.001264,             0.80473,             0.76996,             0.81208,             0.51617,            0.031577,           0.0082714,           0.0016993,            0.001057,            0.001057,            0.001057
                 273,            0.023966,            0.014783,           0.0011008,             0.80491,             0.77059,             0.81203,             0.51675,            0.031565,           0.0082697,           0.0017001,            0.001024,            0.001024,            0.001024
                 274,            0.023501,            0.014872,           0.0011544,               0.805,             0.77032,             0.81208,             0.51679,            0.031551,            0.008267,           0.0017008,            0.000991,            0.000991,            0.000991
                 275,            0.023758,            0.015105,           0.0011455,             0.80558,             0.77115,             0.81267,             0.51716,             0.03154,           0.0082646,           0.0017018,            0.000958,            0.000958,            0.000958
                 276,            0.023899,            0.014909,            0.001124,             0.80595,             0.77123,             0.81209,             0.51742,             0.03153,           0.0082627,           0.0017039,            0.000925,            0.000925,            0.000925
                 277,            0.023677,            0.014729,           0.0011156,             0.80059,             0.77473,             0.81273,             0.51801,            0.031518,           0.0082604,           0.0017037,            0.000892,            0.000892,            0.000892
                 278,            0.023355,            0.014595,          0.00096834,             0.79991,             0.77447,             0.81233,              0.5185,            0.031507,           0.0082574,           0.0017048,            0.000859,            0.000859,            0.000859
                 279,            0.023481,            0.014925,           0.0011169,             0.79816,             0.77517,             0.81257,             0.51859,            0.031494,           0.0082557,           0.0017052,            0.000826,            0.000826,            0.000826
                 280,            0.023279,            0.014656,           0.0011326,             0.79828,             0.77566,             0.81343,             0.51915,            0.031482,           0.0082536,           0.0017055,            0.000793,            0.000793,            0.000793
                 281,            0.023206,            0.014634,           0.0012167,             0.79859,             0.77587,             0.81364,             0.51951,            0.031472,            0.008252,            0.001707,             0.00076,             0.00076,             0.00076
                 282,            0.023369,            0.014667,           0.0010715,             0.79913,             0.77586,             0.81374,              0.5198,            0.031461,           0.0082503,           0.0017079,            0.000727,            0.000727,            0.000727
                 283,            0.023032,            0.014593,           0.0009834,             0.79969,             0.77654,             0.81396,             0.51994,             0.03145,           0.0082489,           0.0017096,            0.000694,            0.000694,            0.000694
                 284,            0.023091,            0.014716,            0.001132,             0.80039,             0.77666,             0.81426,             0.52045,            0.031437,           0.0082469,           0.0017103,            0.000661,            0.000661,            0.000661
                 285,            0.023186,            0.014395,           0.0010563,             0.80112,             0.77661,             0.81431,             0.52055,            0.031424,           0.0082449,            0.001712,            0.000628,            0.000628,            0.000628
                 286,            0.022654,            0.014532,           0.0010832,             0.80126,             0.77573,             0.81441,             0.52124,            0.031415,           0.0082432,           0.0017124,            0.000595,            0.000595,            0.000595
                 287,            0.023043,            0.014416,           0.0011336,             0.80061,             0.77713,             0.81465,             0.52139,            0.031405,           0.0082419,           0.0017137,            0.000562,            0.000562,            0.000562
                 288,            0.022782,            0.014377,           0.0011871,             0.80083,             0.77807,             0.81498,             0.52187,            0.031394,           0.0082395,           0.0017141,            0.000529,            0.000529,            0.000529
                 289,            0.022941,            0.014529,          0.00095174,             0.80097,             0.77549,             0.81533,             0.52201,            0.031385,           0.0082381,           0.0017153,            0.000496,            0.000496,            0.000496
                 290,            0.022558,             0.01436,           0.0010496,             0.80293,             0.77514,             0.81541,             0.52223,            0.031375,           0.0082363,           0.0017162,            0.000463,            0.000463,            0.000463
                 291,            0.022607,            0.014197,          0.00095042,             0.80226,             0.77549,             0.81548,              0.5222,            0.031364,           0.0082352,           0.0017173,             0.00043,             0.00043,             0.00043
                 292,            0.022594,            0.014325,           0.0010822,             0.80236,             0.77514,             0.81576,              0.5225,            0.031353,            0.008234,           0.0017182,            0.000397,            0.000397,            0.000397
                 293,            0.022559,            0.014277,           0.0010198,              0.8037,             0.77479,             0.81603,             0.52268,            0.031342,           0.0082329,           0.0017196,            0.000364,            0.000364,            0.000364
                 294,            0.022311,            0.014184,           0.0011102,             0.80341,             0.77471,             0.81563,             0.52271,             0.03133,           0.0082313,           0.0017208,            0.000331,            0.000331,            0.000331
                 295,            0.022641,            0.014126,          0.00094413,             0.80422,             0.77455,             0.81584,             0.52354,            0.031317,           0.0082307,           0.0017223,            0.000298,            0.000298,            0.000298
                 296,            0.022329,              0.0142,           0.0008823,              0.8044,             0.77492,             0.81617,             0.52388,            0.031308,           0.0082293,           0.0017239,            0.000265,            0.000265,            0.000265
                 297,            0.022247,            0.014295,           0.0010341,             0.80617,             0.77386,             0.81632,             0.52424,            0.031296,            0.008229,           0.0017253,            0.000232,            0.000232,            0.000232
